video_id,num_faces,num_smiles,smile_ratio,saturation,brightness,color_std,red_ratio,yellow_ratio,edge_density,face_area_ratio
SFGPDX6naEg,0,0,0,65.5,183.8,64.8,0.1114,0.0008,0.0383,0
DRuCwMHx4DU,2,1,0.5,48.8,153.2,58.6,0.0399,0.002,0.0168,0.1542
KoXwINpV7Eo,2,1,0.5,85.5,181.1,74.7,0.1011,0.0393,0.0615,0.1167
ey6L8Nzel1w,2,0,0.0,32.8,158.1,76.4,0.0067,0.0025,0.1134,0.008
4TrTbsWtiyc,1,0,0.0,76.0,155.7,77.0,0.179,0.0045,0.0506,0.0367
SS2EybFL97o,4,0,0.0,98.2,145.9,56.6,0.1113,0.0539,0.0189,0.1048
Nv6LBXVMqBI,1,0,0.0,95.3,145.7,74.4,0.0636,0.0005,0.0415,0.0021
WsMMu62OrGQ,1,0,0.0,39.1,142.8,72.9,0.1002,0.0003,0.0362,0.0549
-RWcNMO39qY,1,1,1.0,167.3,172.0,94.8,0.4927,0.1306,0.0296,0.0574
bCSy2g2l7_Y,3,0,0.0,80.5,171.6,79.2,0.0898,0.0039,0.044,0.0412
usO9JDw9UXA,2,1,0.5,55.6,148.8,93.9,0.1371,0.0,0.0567,0.1318
ZEAPittUI0w,4,0,0.0,65.1,130.2,66.7,0.1209,0.0434,0.0634,0.029
JqD5bHYU44c,1,1,1.0,41.5,135.3,66.6,0.0664,0.001,0.0415,0.0888
EMRm2tdMibg,2,0,0.0,87.7,172.9,69.8,0.1717,0.0029,0.0228,0.083
wVhQ1BWCpi4,2,0,0.0,67.2,111.3,72.4,0.0985,0.0245,0.052,0.0888
NZydQwgtBCc,0,0,0,67.9,189.4,56.3,0.0,0.0,0.0668,0
dgJfL6A0_Gk,1,1,1.0,123.3,162.8,58.1,0.3395,0.078,0.0323,0.124
js64Wn_iDXM,2,0,0.0,87.1,136.0,81.2,0.1089,0.015,0.0594,0.0247
Ud9nfh2yz3A,1,0,0.0,59.0,159.3,74.3,0.2063,0.0052,0.0481,0.0056
IeY1P2SIkEg,1,0,0.0,52.5,132.0,88.5,0.0117,0.0048,0.064,0.0032
mqCcoHjtP8c,3,0,0.0,134.8,167.0,83.1,0.3048,0.1195,0.0845,0.0381
obxYYD96EUc,1,0,0.0,115.9,140.6,80.8,0.241,0.0027,0.0314,0.0082
aOxm5edeSKE,2,0,0.0,57.4,156.6,85.7,0.1051,0.02,0.1076,0.0084
QHbls4rtwzk,1,0,0.0,59.4,156.2,79.1,0.1562,0.0079,0.0616,0.0479
JEQX0lhS_1k,0,0,0,78.4,160.7,68.8,0.183,0.0071,0.0443,0
jM1fAb93e8Y,1,1,1.0,65.3,199.2,58.4,0.0925,0.031,0.0357,0.0785
T6YFeha0jsA,2,0,0.0,77.3,153.3,69.5,0.099,0.0378,0.0413,0.1455
84w3d8sJJ-E,1,1,1.0,78.1,160.0,80.1,0.0318,0.0367,0.0925,0.0379
2mxkugTmwNA,4,0,0.0,81.4,111.1,88.2,0.1354,0.0569,0.0625,0.0386
24AIzTO4d_8,3,1,0.333,49.1,131.6,80.6,0.0625,0.0115,0.0347,0.1168
HCP2UpwIdw0,3,0,0.0,77.3,133.0,73.5,0.0661,0.0454,0.0359,0.011
u4jQcZbIMBQ,1,1,1.0,69.2,128.2,54.4,0.0367,0.0004,0.0132,0.1896
itgFzv7DIjQ,1,1,1.0,98.5,165.5,85.1,0.1982,0.0984,0.0501,0.0359
pgXoCvcRY7c,4,0,0.0,51.7,166.5,64.8,0.0187,0.0188,0.0293,0.0862
yuJxPIml0lI,2,0,0.0,50.3,157.3,74.7,0.0573,0.0111,0.053,0.0139
d1P-4h5tVTg,1,0,0.0,57.8,155.6,65.7,0.0586,0.0201,0.0283,0.0129
jlyMN2JV73s,2,0,0.0,78.0,126.6,74.0,0.0019,0.0209,0.0171,0.0424
F6wLDy2iKrM,4,1,0.25,85.7,136.0,85.0,0.1493,0.0543,0.0422,0.1899
nxurtboAfXU,2,1,0.5,55.3,175.4,65.0,0.0231,0.0005,0.0331,0.0868
aeHYmhNZEno,1,0,0.0,37.9,137.8,82.2,0.0404,0.0079,0.0199,0.0474
5xLdI2MjMkQ,1,0,0.0,44.1,175.4,58.1,0.02,0.0234,0.0149,0.04
Wd83-Q_ibM0,2,0,0.0,70.7,126.3,76.1,0.0064,0.0102,0.0528,0.1482
cteOqd6fULY,4,0,0.0,61.1,140.8,80.7,0.1282,0.0061,0.0461,0.0487
bzen7TqupRs,3,0,0.0,70.5,138.7,63.4,0.06,0.0015,0.0202,0.1458
l0vS6Zd-icY,0,0,0,40.5,125.2,63.8,0.0161,0.0003,0.0172,0
dkIV4KKvk58,0,0,0,82.1,135.9,82.3,0.0473,0.0003,0.016,0
UNguMaiz5QU,2,0,0.0,37.3,136.3,87.2,0.0384,0.0255,0.0292,0.0153
w66cK8uSpyQ,2,0,0.0,61.5,164.9,75.2,0.0761,0.0703,0.0176,0.0076
BgwAUUymkFs,3,1,0.333,81.0,115.1,71.4,0.1231,0.0009,0.019,0.1092
81C7wvUWn-k,5,0,0.0,80.9,139.9,83.8,0.1333,0.0635,0.0463,0.0576
StR6g_WGpNQ,1,0,0.0,30.8,164.2,54.5,0.014,0.002,0.023,0.0317
mx6FB5uz6ks,5,2,0.4,66.2,149.3,81.5,0.07,0.0284,0.0398,0.1535
pSYDrN6Rrjc,1,1,1.0,34.4,154.3,60.4,0.0094,0.0108,0.0186,0.1485
zBg855T4rXc,1,1,1.0,52.9,147.7,74.0,0.0142,0.0174,0.0247,0.136
rq4mNTBbUco,2,0,0.0,67.7,162.1,71.8,0.0713,0.1349,0.0566,0.0167
nEV7VeDpn_A,2,1,0.5,28.3,147.3,81.5,0.0249,0.0016,0.0181,0.0564
sGAX5WTkJrY,1,0,0.0,30.2,172.3,68.5,0.0141,0.0069,0.017,0.0033
j2SbnjuuJ1U,1,0,0.0,26.4,174.8,82.6,0.0264,0.0013,0.0293,0.1262
FNeuKpYEm4M,1,1,1.0,76.3,168.7,73.4,0.0537,0.1206,0.0178,0.0584
7PyLBZd9tjg,3,3,1.0,107.5,108.5,84.4,0.378,0.0363,0.0198,0.2037
RBVf0HJh054,0,0,0,39.7,134.1,80.7,0.0179,0.0119,0.0243,0
lcLPh2DQTno,1,0,0.0,49.4,175.4,77.7,0.0297,0.036,0.0174,0.0234
pyg_aSn-gtE,2,0,0.0,64.5,145.6,55.7,0.1967,0.0308,0.0407,0.0968
riTWSmnD1a8,2,0,0.0,69.1,136.2,68.8,0.0117,0.0085,0.0275,0.0808
o2DZsnLDKS8,2,0,0.0,67.1,151.0,68.9,0.1035,0.0669,0.0128,0.111
kwR9Ir7aUN8,2,0,0.0,95.6,176.5,67.1,0.2961,0.0074,0.0279,0.37
8oIXrxEGL8g,2,1,0.5,59.9,93.7,69.2,0.1451,0.0199,0.0158,0.0927
TNZaHEJxDf4,2,0,0.0,73.4,156.1,75.2,0.1881,0.0127,0.0185,0.0283
pKYHjt5II5A,4,2,0.5,116.6,129.0,75.5,0.2747,0.0441,0.0514,0.1872
vaaPM33316o,1,1,1.0,57.4,118.9,83.6,0.0588,0.0031,0.0283,0.0803
30z5h7PqkNI,2,0,0.0,45.5,165.4,71.7,0.0354,0.0214,0.0489,0.0077
d-7i5VHewPA,2,1,0.5,52.3,131.6,70.9,0.0078,0.0086,0.0234,0.2166
YXGwlPJvhJ4,0,0,0,50.6,138.6,49.9,0.0449,0.0271,0.0796,0
wAdRY47TNJc,0,0,0,66.7,146.0,84.7,0.0876,0.1169,0.0424,0
cCbLEIfHa4s,3,2,0.667,88.0,86.2,68.1,0.0895,0.04,0.0457,0.1081
_Nv1EzMnRpk,1,1,1.0,110.7,169.3,88.5,0.0711,0.0664,0.0724,0.2072
MuClE_GnxMM,2,1,0.5,91.9,150.0,92.1,0.1298,0.0043,0.0706,0.1867
PJPopXo2JNc,4,0,0.0,43.1,184.9,72.5,0.0945,0.0202,0.1025,0.0172
jiFD0wxTPoc,5,1,0.2,143.4,181.5,69.1,0.5648,0.0481,0.0514,0.1815
CbJWLbn3_-E,1,0,0.0,148.2,140.3,88.0,0.1156,0.0423,0.1159,0.0056
j3lFg6TItQs,1,0,0.0,81.2,135.6,67.4,0.0449,0.0431,0.0332,0.0053
rzYe6jdSJbE,2,0,0.0,49.8,122.2,71.9,0.0548,0.0454,0.0901,0.0058
i1ncbGXpC7o,1,0,0.0,166.7,99.1,73.1,0.1263,0.2283,0.0076,0.0029
KLO0WXru-yI,3,1,0.333,112.8,178.9,80.8,0.1773,0.0408,0.06,0.1785
Ib5pvJ9s8qM,1,0,0.0,107.6,156.8,85.9,0.155,0.015,0.0921,0.0344
8SmxKXT9_Ww,1,0,0.0,51.3,139.3,56.1,0.0228,0.0199,0.0524,0.0094
SjNjUCtXB5A,2,1,0.5,76.1,198.8,61.0,0.0248,0.2043,0.0865,0.0661
zMPm5Ybnw6M,0,0,0,60.2,171.3,90.5,0.0721,0.0245,0.0796,0
RZirObOhzSk,2,2,1.0,40.3,174.8,93.9,0.0353,0.0012,0.047,0.118
5KeOJgBrVdE,1,1,1.0,47.2,106.9,61.4,0.0703,0.0152,0.0317,0.0774
m9MmngQecog,1,0,0.0,68.4,132.4,51.8,0.0198,0.1342,0.0323,0.0774
hQpHozkPu6I,1,0,0.0,118.7,189.7,80.1,0.2144,0.0741,0.1489,0.1284
1Zjx4ITQUE0,4,1,0.25,29.9,157.3,95.3,0.0207,0.0061,0.0575,0.0941
E2COdEnqRhc,2,1,0.5,172.7,221.4,96.1,0.0611,0.3105,0.0609,0.08
NnnXziRO0YM,2,1,0.5,72.5,171.7,77.2,0.0808,0.049,0.0535,0.1523
pAy7mI3s4Uw,1,0,0.0,50.9,39.0,42.6,0.0357,0.0457,0.0132,0.0336
UvyjsYC8utM,1,1,1.0,56.3,117.3,81.4,0.0688,0.0154,0.0555,0.1063
263fAaOMzSU,1,0,0.0,184.1,137.9,85.4,0.1125,0.3214,0.0459,0.0189
LGfuWpb8KBs,1,1,1.0,123.1,159.6,91.7,0.2314,0.0117,0.1202,0.1406
62PYfTXB3FU,1,0,0.0,98.5,182.2,84.6,0.0181,0.2693,0.0712,0.0056
RxbmSXxp-k0,2,0,0.0,64.2,125.3,74.4,0.0499,0.1635,0.0231,0.0441
8cCN2NNGzyQ,7,2,0.286,92.7,164.1,85.9,0.0702,0.0974,0.0785,0.1185
L-ty96YVx1E,1,1,1.0,93.8,186.2,91.8,0.0103,0.0548,0.0552,0.0392
90ap_6pukz8,1,0,0.0,99.4,148.8,74.5,0.1386,0.0475,0.0442,0.1383
n1im2gPYoBk,3,0,0.0,102.7,172.6,83.3,0.116,0.0176,0.0875,0.0446
uM-CMVMCAWQ,1,0,0.0,82.6,99.5,76.8,0.0174,0.1792,0.0843,0.1183
1kRtcoaw3J8,2,0,0.0,86.5,136.8,69.3,0.1641,0.0387,0.0702,0.0189
L5gG4HIUxJA,3,0,0.0,113.5,117.3,71.4,0.1897,0.0459,0.0972,0.0336
bRZwIE5G-sk,6,0,0.0,42.2,169.2,83.5,0.0545,0.0148,0.0528,0.0586
NTYQ1VnUUkQ,0,0,0,102.8,151.6,90.5,0.1728,0.033,0.0479,0
V7IVHKEa1T8,3,0,0.0,90.7,155.0,86.8,0.0912,0.0584,0.0834,0.0418
dEo0mGg7HA4,3,1,0.333,69.7,129.5,67.9,0.1079,0.0203,0.0451,0.1128
-2ZhvwO1Uw0,1,0,0.0,92.4,170.3,84.5,0.0933,0.0788,0.0662,0.0384
VeiKrzUsHTc,2,0,0.0,67.7,149.8,87.6,0.0244,0.0077,0.0697,0.0214
gKyif-XFNLQ,1,0,0.0,152.9,194.0,77.2,0.3283,0.1542,0.0452,0.0178
H1oXlZVU3Wg,1,0,0.0,92.5,139.5,64.9,0.2407,0.0424,0.0421,0.0035
ZXlwf4fRYxU,1,0,0.0,57.2,104.6,77.3,0.0658,0.0337,0.0813,0.0626
uYYHTwTWuCY,2,0,0.0,95.6,111.9,91.2,0.0322,0.2162,0.0784,0.078
fgKgybCcTBs,4,0,0.0,112.5,177.5,82.4,0.1369,0.0464,0.1623,0.2137
GgTwMDX6kEg,1,0,0.0,73.4,110.8,92.6,0.1329,0.0226,0.1127,0.026
FGlhhL37860,3,0,0.0,50.6,194.4,57.9,0.1232,0.0029,0.0587,0.1111
QQi9Kh3XetM,4,0,0.0,68.5,185.7,63.9,0.022,0.0622,0.059,0.119
-mG8NLxs0xM,3,1,0.333,78.2,175.9,71.9,0.0885,0.0341,0.1082,0.1553
UWMapkBehm8,2,0,0.0,72.0,161.8,74.3,0.0971,0.0948,0.0865,0.0766
-eArubsrrkE,1,0,0.0,53.4,208.9,65.1,0.068,0.0122,0.0899,0.003
azlJPa4NvJI,2,0,0.0,80.0,175.0,80.7,0.1111,0.0494,0.0704,0.0466
UGSFLPGqckQ,3,0,0.0,84.1,169.1,69.9,0.1603,0.0302,0.0836,0.0769
8rGI4_6tWII,2,0,0.0,71.6,168.0,74.4,0.0304,0.0005,0.046,0.0212
g8kqv_OHOSA,0,0,0,44.1,128.3,56.3,0.0595,0.0097,0.039,0
I03mpZ05b0Q,1,0,0.0,72.6,167.4,71.4,0.0973,0.0042,0.0807,0.0014
TfNwvsS-4pU,1,0,0.0,54.1,161.4,69.2,0.0144,0.0191,0.0886,0.0222
s2abiCs34nU,1,0,0.0,71.7,146.3,77.3,0.062,0.0114,0.0523,0.0117
lkvhFO81TTw,5,0,0.0,52.9,143.0,69.2,0.0476,0.0184,0.0453,0.0837
8bM6CkP192E,4,0,0.0,59.7,158.4,79.1,0.125,0.0006,0.054,0.033
RNu7GlK0a-Y,1,0,0.0,59.7,184.0,72.5,0.0613,0.077,0.067,0.0016
pfR456cxShM,1,0,0.0,77.3,171.7,68.0,0.2039,0.0072,0.0546,0.0029
th9w_upxWDA,0,0,0,71.5,172.7,77.0,0.0598,0.0027,0.0746,0
NCyPWhuOg2o,1,0,0.0,85.3,77.9,78.4,0.0099,0.0046,0.054,0.0638
duJZPZynxcU,1,0,0.0,21.4,119.6,86.4,0.0067,0.0031,0.0516,0.0188
NtBZHPEbyas,0,0,0,55.8,89.0,74.7,0.0482,0.0037,0.074,0
u34b2BsnH80,1,0,0.0,57.4,146.8,84.3,0.0551,0.0055,0.0594,0.1125
3Pbk8RmZBWU,7,1,0.143,99.9,153.4,71.2,0.0921,0.026,0.1168,0.171
3OE3_VPEwHY,1,0,0.0,57.9,104.8,90.6,0.0404,0.0045,0.0774,0.1024
fJGz8DpbDX0,1,0,0.0,94.2,144.5,68.9,0.0308,0.0118,0.0731,0.0075
X1l-gN3kTUw,1,0,0.0,51.1,191.6,65.3,0.0548,0.0024,0.0505,0.0469
B--XsuTSYEE,0,0,0,47.5,111.9,88.2,0.0202,0.0046,0.083,0
uCuvXIgsD3I,5,0,0.0,115.5,108.3,80.1,0.3524,0.0216,0.0576,0.0597
3RTiDTM1elw,1,0,0.0,62.2,196.1,66.5,0.0955,0.0161,0.0564,0.0037
RPmJYPeDJd0,0,0,0,68.7,161.3,73.6,0.065,0.0196,0.0496,0
EgQf1iZSGoE,2,0,0.0,54.6,187.5,71.3,0.0098,0.0001,0.04,0.008
BFcz3ZUtRsg,3,1,0.333,97.7,159.4,74.6,0.217,0.0285,0.1197,0.0706
hfJRhS2WoAM,2,0,0.0,92.2,143.4,66.3,0.1092,0.0104,0.0716,0.0405
ku8GBRNklDg,2,0,0.0,27.5,192.1,52.4,0.0207,0.0014,0.0551,0.0605
puKEmDDHcgY,1,0,0.0,110.2,138.1,75.8,0.0144,0.0055,0.1065,0.0038
DEoO2vKrYqE,3,1,0.333,109.9,151.6,70.8,0.0531,0.1643,0.0656,0.1667
mIPhPWpILbE,2,0,0.0,68.8,119.8,82.8,0.1153,0.0065,0.0707,0.0838
KAQO5o5CNNk,3,0,0.0,30.0,167.6,61.6,0.0265,0.004,0.0398,0.0386
mm6E-SCok5c,2,1,0.5,111.7,156.4,73.7,0.3256,0.0072,0.0528,0.1736
ENNxTA9Gi9k,1,0,0.0,48.2,130.3,92.2,0.0259,0.0043,0.0681,0.0399
QxphzjsCmbk,1,0,0.0,110.2,182.4,78.4,0.1644,0.0136,0.0427,0.1676
a6yAfvrno-A,2,0,0.0,50.2,123.9,80.6,0.1776,0.0005,0.0184,0.382
LV6QswHfLNo,2,1,0.5,122.2,172.7,90.2,0.1214,0.007,0.0319,0.2336
-NCEA5dPH5c,1,0,0.0,124.9,167.1,88.3,0.3807,0.0199,0.1119,0.0204
FuAY8CExjwc,2,1,0.5,93.2,184.4,74.0,0.1112,0.067,0.0371,0.1664
qVrU7g5Di2A,2,0,0.0,99.8,90.5,81.1,0.1229,0.0238,0.0684,0.049
3CdKjWH-0m8,3,0,0.0,83.8,125.2,85.8,0.1254,0.0174,0.103,0.06
oIjxcMs-O28,1,0,0.0,49.2,113.1,84.2,0.0826,0.0089,0.1059,0.0284
LZgaufw7Sl4,7,0,0.0,101.4,170.9,77.5,0.136,0.0253,0.075,0.1313
VvsX-To-DBs,2,0,0.0,70.9,123.3,90.0,0.1632,0.0036,0.1172,0.0849
avvDBjLbEok,1,0,0.0,47.6,115.3,97.0,0.0366,0.001,0.0719,0.0713
GK0xRRc1ok8,1,0,0.0,111.9,140.2,68.1,0.1667,0.2421,0.1031,0.0059
Fjnx321Kv0Y,1,1,1.0,93.4,113.4,79.1,0.1248,0.0482,0.0446,0.2407
vTAVYngKSs0,1,1,1.0,122.3,167.5,76.7,0.0549,0.4014,0.0136,0.3959
hTgdVwMtIgg,7,0,0.0,95.8,167.8,72.3,0.0312,0.0313,0.0693,0.0552
8AbupW_aNmA,2,0,0.0,147.2,135.6,73.1,0.1377,0.0594,0.0571,0.1205
48KJDJD0BkY,1,0,0.0,41.9,141.0,100.7,0.045,0.002,0.0569,0.1024
9KoX61xFqpM,3,1,0.333,90.6,182.5,67.1,0.1376,0.0324,0.1012,0.0411
i5KR3FvoLbs,0,0,0,88.1,173.8,75.4,0.0795,0.0108,0.105,0
xaVb7WMWyvQ,4,1,0.25,64.5,209.0,59.2,0.0721,0.0432,0.0378,0.2248
IFBJPfm1Vh4,8,0,0.0,101.1,118.6,74.2,0.0475,0.1521,0.1261,0.0875
1VhPoB_QO9c,1,0,0.0,179.2,178.4,72.1,0.0411,0.0001,0.0226,0.0261
atWXnnpjyGw,4,1,0.25,92.7,159.4,88.6,0.2424,0.0087,0.0456,0.181
6olMvZoHgIg,6,0,0.0,86.3,171.3,76.0,0.2726,0.0047,0.0743,0.103
O_oDNhlmKBA,5,0,0.0,87.1,190.4,72.8,0.1263,0.0302,0.0786,0.1584
3lMHOY1He_E,3,0,0.0,76.3,127.6,65.3,0.0979,0.0027,0.0471,0.0757
KRB5wOyHplo,2,0,0.0,92.2,158.4,80.3,0.1224,0.0094,0.0705,0.2269
WJMqPOd_RPk,2,0,0.0,100.0,188.8,76.0,0.1203,0.0498,0.0809,0.2019
WtOGf66BHLE,1,0,0.0,88.6,182.7,67.1,0.2496,0.0055,0.1209,0.0355
mwI4aUsxpOg,1,1,1.0,101.9,173.9,63.6,0.0319,0.0045,0.0524,0.2417
y_E57O8Ed7s,2,2,1.0,52.9,203.1,48.1,0.077,0.0003,0.0681,0.176
U4xX9Gp2EKk,1,0,0.0,93.5,187.4,76.6,0.0815,0.0927,0.0248,0.2217
9tJ8MK1HNik,3,1,0.333,106.7,136.0,64.5,0.1424,0.02,0.1403,0.4162
WLOcDj6K6jM,3,0,0.0,107.6,163.7,72.0,0.2722,0.0052,0.0392,0.0504
HT-YugXl_jA,3,1,0.333,128.9,168.8,81.5,0.3745,0.081,0.0697,0.1939
JSG5ROKYTnc,2,0,0.0,85.8,171.7,73.5,0.1825,0.0355,0.0562,0.2949
bYZ2fIpyDFI,1,0,0.0,91.2,214.1,68.1,0.2688,0.0008,0.075,0.0073
zgnZkbDKrzE,3,0,0.0,64.5,161.1,66.7,0.0509,0.0009,0.0361,0.0765
jHzED_XrCEY,0,0,0,83.0,174.5,67.7,0.1263,0.1084,0.0648,0
8iGpBZgTFfk,3,1,0.333,82.9,162.6,60.2,0.1565,0.0012,0.0257,0.2996
rxdBClx0LjU,2,0,0.0,149.2,151.1,71.2,0.0603,0.0667,0.0661,0.0788
SOd86o4kens,3,1,0.333,78.0,206.9,62.3,0.1059,0.0191,0.0674,0.382
qFeme3g3gFo,8,0,0.0,97.6,159.7,65.1,0.1203,0.0061,0.0548,0.0831
yEVcGp0_BUE,1,0,0.0,134.3,178.3,80.0,0.1465,0.0116,0.0623,0.0033
MVyaiooglf0,2,1,0.5,95.2,166.3,74.7,0.2798,0.0076,0.0484,0.1218
y3p6h7ywfa4,1,0,0.0,80.2,144.1,64.6,0.1515,0.019,0.0283,0.0447
bHMryT8FHI0,2,1,0.5,74.0,163.5,73.6,0.0637,0.041,0.0477,0.2141
WDedqBCGwC4,8,3,0.375,99.7,160.0,70.8,0.0505,0.0219,0.0886,0.126
walsgt38SBs,2,1,0.5,102.5,155.0,71.9,0.2918,0.0144,0.0614,0.1632
tabp1mk3jrw,0,0,0,132.4,200.2,66.9,0.0077,0.0065,0.0957,0
hWtWqTlxGlg,2,1,0.5,104.8,187.8,68.0,0.236,0.0024,0.0495,0.1194
Xjp-3jylvj8,3,1,0.333,106.0,154.3,72.0,0.1344,0.0675,0.0609,0.3266
97AQ1r4hMKU,6,2,0.333,128.5,179.7,75.3,0.3338,0.0598,0.0382,0.245
BT3GJDehxxk,2,0,0.0,66.3,184.6,69.6,0.1712,0.0028,0.0426,0.0766
Bpn4juXhiqM,2,2,1.0,87.7,76.6,52.1,0.045,0.0774,0.0457,0.1988
GyzyoA1ra4s,0,0,0,119.9,157.3,81.8,0.0873,0.2081,0.0305,0
Znt4NaJr568,1,0,0.0,113.3,64.0,54.4,0.0782,0.3581,0.0131,0.1923
4E4QQgnUlXo,1,0,0.0,62.9,121.3,82.5,0.1368,0.0033,0.0528,0.1422
k9az9tr-rpU,4,0,0.0,72.6,81.3,78.3,0.1049,0.0193,0.0129,0.3079
PPWob34f_QY,1,1,1.0,95.6,139.5,68.3,0.2581,0.0191,0.0369,0.2316
twXx4kGh65U,3,1,0.333,101.9,142.0,61.0,0.0688,0.0485,0.0535,0.0374
mkr-yyx-78Y,2,0,0.0,63.7,109.5,75.5,0.0098,0.0151,0.0325,0.1697
TW3ggk_2NAk,4,0,0.0,128.3,167.1,86.0,0.3889,0.1108,0.0479,0.1153
U384Sw30uWI,2,1,0.5,97.3,109.1,67.5,0.0843,0.0296,0.039,0.1464
O1yWajt7Ap4,3,1,0.333,162.0,153.3,72.4,0.1978,0.1697,0.0437,0.2081
vbnlZQI3DNk,3,0,0.0,67.3,115.2,62.4,0.0487,0.0239,0.0296,0.3807
DXJT43_VP2c,2,0,0.0,69.3,147.2,75.7,0.0532,0.0467,0.0192,0.1763
DmZIxA1_fT4,1,1,1.0,95.4,149.8,54.7,0.0715,0.1868,0.0226,0.3701
gGOxvKoaGDw,1,0,0.0,122.0,143.6,67.9,0.1588,0.0388,0.0723,0.1896
YXON5vIPef0,2,2,1.0,106.8,105.8,71.9,0.1277,0.1065,0.0267,0.1957
8BQsxw6neUI,1,0,0.0,127.5,187.8,101.7,0.0614,0.0018,0.0482,0.2266
lVS5-GQ91vo,1,0,0.0,137.5,141.6,58.9,0.2777,0.0239,0.0505,0.0106
E-W4eTawrZU,4,2,0.5,83.9,112.2,64.9,0.0439,0.0215,0.0358,0.3697
tDUKH6adf78,2,0,0.0,87.0,167.5,69.4,0.0454,0.0263,0.0553,0.3082
-0mjhhidRJA,1,0,0.0,44.5,110.5,81.9,0.0209,0.0326,0.0154,0.2438
5VyLo4amFqs,2,1,0.5,91.6,157.8,64.3,0.266,0.0299,0.0961,0.0796
27sINSzSxMY,3,1,0.333,79.1,144.6,86.1,0.1964,0.007,0.062,0.0721
6DBKhVsSW9k,1,0,0.0,130.5,189.9,96.9,0.0937,0.0026,0.0466,0.2178
sCxBKt-t1WU,1,0,0.0,164.0,98.1,65.3,0.6055,0.0037,0.0115,0.1754
8Kfmesb2zVk,3,2,0.667,61.2,137.3,66.8,0.0122,0.0709,0.0434,0.1849
QixOgSO80Kk,3,0,0.0,102.9,125.2,61.8,0.1013,0.1116,0.0467,0.3422
ctrXo9sDbf0,2,0,0.0,123.3,113.8,65.2,0.1058,0.1047,0.0406,0.3814
w2QXJNzddVw,3,0,0.0,90.1,115.1,58.1,0.0516,0.0226,0.0417,0.0975
Y9P_KOUxX3M,2,0,0.0,72.7,93.1,62.8,0.0889,0.0426,0.0198,0.1704
vsbMPsLkVa4,1,0,0.0,76.9,162.8,70.0,0.0807,0.0298,0.071,0.0058
xkoTF87N5CI,4,1,0.25,86.5,136.3,67.8,0.0733,0.013,0.2062,0.2205
XHUVRoJQXAo,1,0,0.0,73.3,115.5,73.5,0.1577,0.0064,0.1213,0.1869
K212Pm27bpo,3,2,0.667,71.7,114.7,60.5,0.0938,0.0272,0.0352,0.1547
mIh8jBftz7I,1,1,1.0,166.3,181.1,90.7,0.2727,0.4983,0.0177,0.2584
qIcMfcooetA,1,0,0.0,89.2,145.7,62.9,0.0536,0.0244,0.0552,0.3638
fuLwRVsLMfg,3,1,0.333,167.7,132.5,68.2,0.0903,0.1261,0.0771,0.2407
FNqrmE_mDBY,4,1,0.25,84.3,93.1,54.5,0.0475,0.1239,0.02,0.2266
rKv7i3vjKiI,3,0,0.0,83.6,158.2,71.9,0.05,0.0381,0.0697,0.5675
HjazZNJ878w,1,0,0.0,175.8,126.1,63.2,0.334,0.1643,0.0261,0.121
YwbmMedc2jo,3,1,0.333,90.6,103.8,60.9,0.0787,0.0652,0.0267,0.1776
kdy6LH0bk0Y,5,0,0.0,104.3,131.5,68.4,0.2572,0.1266,0.135,0.0888
k055o7H4-ow,1,0,0.0,57.5,126.3,69.4,0.0214,0.0122,0.1746,0.1502
QVAPZqjXTRw,2,0,0.0,144.1,147.9,73.5,0.0815,0.0604,0.0297,0.1047
eVb345k6J18,1,0,0.0,161.5,177.6,93.6,0.2414,0.2662,0.1034,0.0134
DZm2JpiC7cU,2,1,0.5,114.3,117.1,56.4,0.1214,0.0454,0.0197,0.4583
mRrrXsdQFXU,7,1,0.143,64.0,93.2,62.2,0.0511,0.0207,0.0605,0.2264
1buGpJ02Hcg,3,2,0.667,108.0,99.3,65.7,0.1816,0.1369,0.0754,0.1705
_Bgm4My2NHg,1,1,1.0,72.1,120.7,59.4,0.0416,0.0797,0.0097,0.3675
iATHoji_drQ,1,0,0.0,114.4,137.0,71.5,0.0149,0.065,0.0392,0.1398
Jh3OzJtgwsw,0,0,0,61.2,139.6,77.1,0.0033,0.0913,0.0663,0
zQ8LhywP6wA,4,0,0.0,89.7,188.0,62.2,0.1381,0.0263,0.0611,0.1363
Sr7yaWNNsns,7,0,0.0,98.5,169.4,83.2,0.0738,0.0343,0.1016,0.0612
JRjQPJ8TFQk,1,0,0.0,72.1,203.7,74.3,0.1194,0.0114,0.0771,0.0192
RfAOehytYVI,2,0,0.0,119.4,160.0,71.5,0.2741,0.034,0.1334,0.0172
7KKO3NT8-Tw,1,0,0.0,169.6,168.8,111.4,0.1404,0.453,0.0775,0.0201
wFrXk3Io7UI,5,0,0.0,78.1,161.5,72.4,0.0438,0.0162,0.1113,0.0774
b9Qj4XEbk2k,10,0,0.0,79.2,158.2,67.2,0.0818,0.1768,0.1287,0.1882
MuyB7v-RKLU,1,0,0.0,102.1,174.6,72.7,0.0846,0.1532,0.1714,0.0183
fRIG0jQtXO4,6,0,0.0,124.6,190.0,73.5,0.0651,0.0989,0.1356,0.1859
onIL3Yq7b-w,2,0,0.0,82.8,137.7,63.5,0.0919,0.0197,0.0758,0.0596
